"dy [cm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
3.2,5.65,0,-1.5,16.3888738325475
3.2,5.65,0,-1.39999999999998,16.3881145195596
3.2,5.65,0,-1.29999999999998,16.3873048113107
3.2,5.65,0,-1.19999999999999,16.3864447005816
3.2,5.65,0,-1.09999999999999,16.3855341805715
3.2,5.65,0,-1,16.3845732448981
3.2,5.65,0,-0.899999999999977,16.3835618875977
3.2,5.65,0,-0.799999999999983,16.3825001031252
3.2,5.65,0,-0.699999999999989,16.3813878863544
3.2,5.65,0,-0.599999999999994,16.3802252325777
3.2,5.65,0,-0.5,16.3790121375066
3.2,5.65,0,-0.399999999999977,16.3777485972711
3.2,5.65,0,-0.299999999999983,16.3764346084207
3.2,5.65,0,-0.199999999999989,16.3750701679232
3.2,5.65,0,-0.0999999999999943,16.3736552731659
3.2,5.65,0,0,16.3721899219546
3.2,5.65,0,0.100000000000023,16.3706741125145
3.2,5.65,0,0.200000000000017,16.3691078434892
3.2,5.65,0,0.300000000000011,16.3674911139416
3.2,5.65,0,0.400000000000006,16.3658239233533
3.2,5.65,0,0.5,16.3641062716244
3.2,5.65,0,0.600000000000023,16.3623381590743
3.2,5.65,0,0.700000000000017,16.3605195864404
3.2,5.65,0,0.800000000000011,16.3586505548791
3.2,5.65,0,0.900000000000006,16.3567310659651
3.2,5.65,0,1,16.3547611216914
3.2,5.65,0,1.10000000000002,16.3527407244692
3.2,5.65,0,1.20000000000002,16.3506698771279
3.2,5.65,0,1.30000000000001,16.3485485829149
3.2,5.65,0,1.40000000000001,16.3463768454952
3.2,5.65,0,1.5,16.3441546689516
3.2,5.65,0,1.60000000000002,16.3418820577843
3.2,5.65,0,1.70000000000002,16.3395590169108
3.2,5.65,0,1.80000000000001,16.3371855516658
3.2,5.65,0,1.90000000000001,16.3347616678008
3.2,5.65,0,2,16.3322873714838
3.2,5.65,0,2.10000000000002,16.3297626692996
3.2,5.65,0,2.20000000000002,16.3271875682491
3.2,5.65,0,2.30000000000001,16.3245620757489
3.2,5.65,0,2.40000000000001,16.3218861996317
3.2,5.65,0,2.5,16.3191599481454
3.2,5.65,0,2.60000000000002,16.3163833299532
3.2,5.65,0,2.70000000000002,16.3135563541332
3.2,5.65,0,2.80000000000001,16.3106790301778
3.2,5.65,0,2.90000000000001,16.3077513679941
3.2,5.65,0,3,16.3047733779028
3.2,5.65,0,3.10000000000002,16.3017450706384
3.2,5.65,0,3.20000000000002,16.2986664573486
3.2,5.65,0,3.30000000000001,16.2955375495942
3.2,5.65,0,3.40000000000001,16.2923583593483
3.2,5.65,0,3.5,16.2891288989963
3.2,5.65,0,3.60000000000002,16.2858491813356
3.2,5.65,0,3.70000000000002,16.2825192195748
3.2,5.65,0,3.80000000000001,16.2791390273335
3.2,5.65,0,3.90000000000001,16.2757086186421
3.2,5.65,0,4,16.272228007941
3.2,5.65,0,4.10000000000002,16.2686972100804
3.2,5.65,0,4.20000000000002,16.2651162403198
3.2,5.65,0,4.30000000000001,16.2614851143276
3.2,5.65,0,4.40000000000001,16.2578038481804
3.2,5.65,0,4.5,16.254072458363
3.2,5.65,0,4.60000000000002,16.2502909617672
3.2,5.65,0,4.70000000000002,16.2464593756922
3.2,5.65,0,4.80000000000001,16.2425777178431
3.2,5.65,0,4.90000000000001,16.2386460063314
3.2,5.65,0,5,16.2346642596736
3.2,5.65,0,5.10000000000002,16.2306324967911
3.2,5.65,0,5.20000000000002,16.2265507370098
3.2,5.65,0,5.30000000000001,16.222419000059
3.2,5.65,0,5.40000000000001,16.2182373060715
3.2,5.65,0,5.5,16.2140056755823
3.2,5.65,0,5.60000000000002,16.2097241295287
3.2,5.65,0,5.70000000000002,16.2053926892492
3.2,5.65,0,5.80000000000001,16.2010113764833
3.2,5.65,0,5.90000000000001,16.1965802133704
3.2,5.65,0,6,16.1920992224498
3.2,5.65,0,6.10000000000002,16.1875684266592
3.2,5.65,0,6.20000000000002,16.1829878493351
3.2,5.65,0,6.30000000000001,16.1783575142113
3.2,5.65,0,6.40000000000001,16.1736774454185
3.2,5.65,0,6.5,16.1689476674838
3.2,5.65,0,6.60000000000002,16.1641682053299
3.2,5.65,0,6.70000000000002,16.1593390842742
3.2,5.65,0,6.80000000000001,16.1544603300284
3.2,5.65,0,6.90000000000001,16.1495319686976
3.2,5.65,0,7,16.1445540267797
3.2,5.65,0,7.10000000000002,16.1395265311646
3.2,5.65,0,7.20000000000002,16.1344495091334
3.2,5.65,0,7.30000000000001,16.1293229883577
3.2,5.65,0,7.40000000000001,16.1241469968989
3.2,5.65,0,7.5,16.1189215632074
3.2,5.65,0,7.60000000000002,16.1136467161216
3.2,5.65,0,7.70000000000002,16.1083224848675
3.2,5.65,0,7.80000000000001,16.1029488990577
3.2,5.65,0,7.90000000000001,16.0975259886905
3.2,5.65,0,8,16.0920537841492
3.2,5.65,0,8.10000000000002,16.0865323162012
3.2,5.65,0,8.20000000000002,16.0809616159973
3.2,5.65,0,8.30000000000001,16.0753417150708
3.2,5.65,0,8.40000000000001,16.0696726453365
3.2,5.65,0,8.5,16.06395443909
3.2,5.65,0,8.60000000000002,16.0581871290069
3.2,5.65,0,8.70000000000002,16.0523707481416
3.2,5.65,0,8.80000000000001,16.0465053299268
3.2,5.65,0,8.90000000000001,16.0405909081723
3.2,5.65,0,9,16.0346275170642
3.2,5.65,0,9.10000000000002,16.0286151911641
3.2,5.65,0,9.20000000000002,16.022553965408
3.2,5.65,0,9.30000000000001,16.0164438751056
3.2,5.65,0,9.40000000000001,16.0102849559389
3.2,5.65,0,9.5,16.0040772439617
3.2,5.65,0,9.60000000000002,15.9978207755987
3.2,5.65,0,9.70000000000002,15.9915155876441
3.2,5.65,0,9.80000000000001,15.9851617172609
3.2,5.65,0,9.90000000000001,15.9787592019799
3.2,5.65,0,10,15.9723080796987
3.2,5.65,0,10.1,15.9658083886808
3.2,5.65,0,10.2,15.9592601675542
3.2,5.65,0,10.3,15.9526634553111
3.2,5.65,0,10.4,15.946018291306
3.2,5.65,0,10.5,15.9393247152554
3.2,5.65,0,10.6,15.9325827672366
3.2,5.65,0,10.7,15.9257924876862
3.2,5.65,0,10.8,15.9189539173996
3.2,5.65,0,10.9,15.9120670975299
3.2,5.65,0,11,15.9051320695864
3.2,5.65,0,11.1,15.8981488754338
3.2,5.65,0,11.2,15.8911175572914
3.2,5.65,0,11.3,15.8840381577313
3.2,5.65,0,11.4,15.8769107196782
3.2,5.65,0,11.5,15.8697352864076
3.2,5.65,0,11.6,15.8625119015448
3.2,5.65,0,11.7,15.855240609064
3.2,5.65,0,11.8,15.8479214532873
3.2,5.65,0,11.9,15.840554478883
3.2,5.65,0,12,15.8331397308651
3.2,5.65,0,12.1,15.8256772545916
3.2,5.65,0,12.2,15.8181670957639
3.2,5.65,0,12.3,15.8106093004252
3.2,5.65,0,12.4,15.8030039149595
3.2,5.65,0,12.5,15.7953509860903
3.2,5.65,0,12.6,15.78765056088
3.2,5.65,0,12.7,15.7799026867277
3.2,5.65,0,12.8,15.772107411369
3.2,5.65,0,12.9,15.7642647828742
3.2,5.65,0,13,15.7563748496473
3.2,5.65,0,13.1,15.7484376604247
3.2,5.65,0,13.2,15.7404532642744
3.2,5.65,0,13.3,15.7324217105939
3.2,5.65,0,13.4,15.7243430491101
3.2,5.65,0,13.5,15.716217329877
3.2,5.65,0,13.6,15.7080446032752
3.2,5.65,0,13.7,15.6998249200104
3.2,5.65,0,13.8,15.6915583311122
3.2,5.65,0,13.9,15.6832448879326
3.2,5.65,0,14,15.6748846421452
3.2,5.65,0,14.1,15.6664776457436
3.2,5.65,0,14.2,15.6580239510402
3.2,5.65,0,14.3,15.649523610665
3.2,5.65,0,14.4,15.6409766775641
3.2,5.65,0,14.5,15.6323832049989
3.2,5.65,0,14.6,15.6237432465442
3.2,5.65,0,14.7,15.6150568560874
3.2,5.65,0,14.8,15.606324087827
3.2,5.65,0,14.9,15.5975449962712
3.2,5.65,0,15,15.5887196362367
3.2,5.65,0,15.1,15.5798480628476
3.2,5.65,0,15.2,15.5709303315336
3.2,5.65,0,15.3,15.5619664980292
3.2,5.65,0,15.4,15.5529566183719
3.2,5.65,0,15.5,15.5439007489013
3.2,5.65,0,15.6,15.5347989462576
3.2,5.65,0,15.7,15.5256512673799
3.2,5.65,0,15.8,15.5164577695057
3.2,5.65,0,15.9,15.5072185101687
3.2,5.65,0,16,15.4979335471978
3.2,5.65,0,16.1,15.488602938716
3.2,5.65,0,16.2,15.4792267431386
3.2,5.65,0,16.3,15.4698050191721
3.2,5.65,0,16.4,15.4603378258129
3.2,5.65,0,16.5,15.4508252223455
3.2,5.65,0,16.6,15.4412672683419
3.2,5.65,0,16.7,15.4316640236594
3.2,5.65,0,16.8,15.4220155484397
3.2,5.65,0,16.9,15.4123219031077
3.2,5.65,0,17,15.4025831483694
3.2,5.65,0,17.1,15.3927993452113
3.2,5.65,0,17.2,15.3829705548986
3.2,5.65,0,17.3,15.3730968389738
3.2,5.65,0,17.4,15.3631782592555
3.2,5.65,0,17.5,15.3532148778369
3.2,5.65,0,17.6,15.3432067570844
3.2,5.65,0,17.7,15.3331539596362
3.2,5.65,0,17.8,15.3230565484009
3.2,5.65,0,17.9,15.3129145865562
3.2,5.65,0,18,15.3027281375473
3.2,5.65,0,18.1,15.2924972650857
3.2,5.65,0,18.2,15.2822220331477
3.2,5.65,0,18.3,15.2719025059728
3.2,5.65,0,18.4,15.2615387480627
3.2,5.65,0,18.5,15.2511308241796
3.2,5.65,0,18.6,15.2406787993447
3.2,5.65,0,18.7,15.2301827388371
3.2,5.65,0,18.8,15.2196427081921
3.2,5.65,0,18.9,15.2090587732001
3.2,5.65,0,19,15.1984309999046
3.2,5.65,0,19.1,15.1877594546014
3.2,5.65,0,19.2,15.177044203837
3.2,5.65,0,19.3,15.1662853144068
3.2,5.65,0,19.4,15.1554828533543
3.2,5.65,0,19.5,15.144636887969
3.2,5.65,0,19.6,15.1337474857858
3.2,5.65,0,19.7,15.1228147145825
3.2,5.65,0,19.8,15.1118386423794
3.2,5.65,0,19.9,15.1008193374374
3.2,5.65,0,20,15.0897568682564
3.2,5.65,0,20.1,15.0786513035741
3.2,5.65,0,20.2,15.0675027123648
3.2,5.65,0,20.3,15.0563111638375
3.2,5.65,0,20.4,15.0450767274347
3.2,5.65,0,20.5,15.0337994728309
3.2,5.65,0,20.6,15.0224794699315
3.2,5.65,0,20.7,15.0111167888707
3.2,5.65,0,20.8,14.9997115000107
3.2,5.65,0,20.9,14.98826367394
3.2,5.65,0,21,14.976773381472
3.2,5.65,0,21.1,14.9652406936434
3.2,5.65,0,21.2,14.9536656817133
3.2,5.65,0,21.3,14.942048417161
3.2,5.65,0,21.4,14.9303889716852
3.2,5.65,0,21.5,14.9186874172023
3.2,5.65,0,21.6,14.9069438258451
3.2,5.65,0,21.7,14.8951582699612
3.2,5.65,0,21.8,14.8833308221115
3.2,5.65,0,21.9,14.8714615550694
3.2,5.65,0,22,14.8595505418185
3.2,5.65,0,22.1,14.8475978555517
3.2,5.65,0,22.2,14.8356035696697
3.2,5.65,0,22.3,14.8235677577796
3.2,5.65,0,22.4,14.8114904936934
3.2,5.65,0,22.5,14.7993718514265
3.2,5.65,0,22.6,14.7872119051965
3.2,5.65,0,22.7,14.7750107294215
3.2,5.65,0,22.8,14.7627683987192
3.2,5.65,0,22.9,14.7504849879049
3.2,5.65,0,23,14.7381605719902
3.2,5.65,0,23.1,14.7257952261819
3.2,5.65,0,23.2,14.7133890258805
3.2,5.65,0,23.3,14.7009420466785
3.2,5.65,0,23.4,14.6884543643592
3.2,5.65,0,23.5,14.6759260548955
3.2,5.65,0,23.6,14.6633571944481
3.2,5.65,0,23.7,14.6507478593642
3.2,5.65,0,23.8,14.6380981261765
3.2,5.65,0,23.9,14.6254080716013
3.2,5.65,0,24,14.6126777725371
3.2,5.65,0,24.1,14.5999073060638
3.2,5.65,0,24.2,14.5870967494407
3.2,5.65,0,24.3,14.5742461801053
3.2,5.65,0,24.4,14.561355675672
3.2,5.65,0,24.5,14.5484253139306
3.2,5.65,0,24.6,14.5354551728451
3.2,5.65,0,24.7,14.5224453305521
3.2,5.65,0,24.8,14.5093958653595
3.2,5.65,0,24.9,14.4963068557452
3.2,5.65,0,25,14.4831783803558
3.2,5.65,0,25.1,14.4700105180047
3.2,5.65,0,25.2,14.4568033476717
3.2,5.65,0,25.3,14.4435569485006
3.2,5.65,0,25.4,14.4302713997986
3.2,5.65,0,25.5,14.4169467810345
3.2,5.65,0,25.6,14.4035831718377
3.2,5.65,0,25.7,14.3901806519965
3.2,5.65,0,25.8,14.3767393014569
3.2,5.65,0,25.9,14.3632592003214
3.2,5.65,0,26,14.3497404288473
3.2,5.65,0,26.1,14.3361830674458
3.2,5.65,0,26.2,14.3225871966804
3.2,5.65,0,26.3,14.3089528972654
3.2,5.65,0,26.4,14.295280250065
3.2,5.65,0,26.5,14.2815693360918
3.2,5.65,0,26.6,14.2678202365052
3.2,5.65,0,26.7,14.2540330326104
3.2,5.65,0,26.8,14.240207805857
3.2,5.65,0,26.9,14.2263446378378
3.2,5.65,0,27,14.2124436102872
3.2,5.65,0,27.1,14.19850480508
3.2,5.65,0,27.2,14.1845283042303
3.2,5.65,0,27.3,14.1705141898901
3.2,5.65,0,27.4,14.1564625443477
3.2,5.65,0,27.5,14.142373450027
3.2,5.65,0,27.6,14.1282469894855
3.2,5.65,0,27.7,14.1140832454137
3.2,5.65,0,27.8,14.0998823006334
3.2,5.65,0,27.9,14.0856442380965
3.2,5.65,0,28,14.0713691408836
3.2,5.65,0,28.1,14.0570570922032
3.2,5.65,0,28.2,14.0427081753899
3.2,5.65,0,28.3,14.0283224739033
3.2,5.65,0,28.4,14.013900071327
3.2,5.65,0,28.5,13.9994410513669
3.2,5.65,0,28.6,13.9849454978503
3.2,5.65,0,28.7,13.9704134947245
3.2,5.65,0,28.8,13.9558451260555
3.2,5.65,0,28.9,13.9412404760271
3.2,5.65,0,29,13.9265996289391
3.2,5.65,0,29.1,13.9119226692065
3.2,5.65,0,29.2,13.8972096813581
3.2,5.65,0,29.3,13.8824607500355
3.2,5.65,0,29.4,13.8676759599914
3.2,5.65,0,29.5,13.8528553960889
3.2,5.65,0,29.6,13.8379991432999
3.2,5.65,0,29.7,13.8231072867043
3.2,5.65,0,29.8,13.8081799114883
3.2,5.65,0,29.9,13.7932171029435
3.2,5.65,0,30,13.7782189464659
3.2,5.65,0,30.1,13.763185527554
3.2,5.65,0,30.2,13.7481169318086
3.2,5.65,0,30.3,13.7330132449307
3.2,5.65,0,30.4,13.7178745527209
3.2,5.65,0,30.5,13.702700941078
3.2,5.65,0,30.6,13.6874924959978
3.2,5.65,0,30.7,13.672249303572
3.2,5.65,0,30.8,13.6569714499872
3.2,5.65,0,30.9,13.6416590215234
3.2,5.65,0,31,13.626312104553
3.2,5.65,0,31.1,13.61093078554
3.2,5.65,0,31.2,13.5955151510381
3.2,5.65,0,31.3,13.5800652876902
3.2,5.65,0,31.4,13.5645812822272
3.2,5.65,0,31.5,13.5490632214664
3.2,5.65,0,31.6,13.5335111923108
3.2,5.65,0,31.7,13.5179252817481
3.2,5.65,0,31.8,13.5023055768491
3.2,5.65,0,31.9,13.4866521647669
3.2,5.65,0,32,13.4709651327359
3.2,5.65,0,32.1,13.4552445680702
3.2,5.65,0,32.2,13.4394905581631
3.2,5.65,0,32.3,13.4237031904856
3.2,5.65,0,32.4,13.4078825525856
3.2,5.65,0,32.5,13.3920287320864
3.2,5.65,0,32.6,13.3761418166861
3.2,5.65,0,32.7,13.3602218941562
3.2,5.65,0,32.8,13.3442690523407
3.2,5.65,0,32.9,13.3282833791549
3.2,5.65,0,33,13.3122649625843
3.2,5.65,0,33.1,13.2962138906837
3.2,5.65,0,33.2,13.2801302515763
3.2,5.65,0,33.3,13.2640141334522
3.2,5.65,0,33.4,13.2478656245677
3.2,5.65,0,33.5,13.231684813244
3.2,5.65,0,33.6,13.2154717878665
3.2,5.65,0,33.7,13.1992266368835
3.2,5.65,0,33.8,13.1829494488054
3.2,5.65,0,33.9,13.1666403122033
3.2,5.65,0,34,13.1502993157086
3.2,5.65,0,34.1,13.1339265480112
3.2,5.65,0,34.2,13.1175220978594
3.2,5.65,0,34.3,13.1010860540579
3.2,5.65,0,34.4,13.0846185054679
3.2,5.65,0,34.5,13.068119541005
3.2,5.65,0,34.6,13.0515892496392
3.2,5.65,0,34.7,13.0350277203932
3.2,5.65,0,34.8,13.0184350423419
3.2,5.65,0,34.9,13.0018113046111
3.2,5.65,0,35,12.9851565963768
3.2,5.65,0,35.1,12.968471006864
3.2,5.65,0,35.2,12.9517546253459
3.2,5.65,0,35.3,12.935007541143
3.2,5.65,0,35.4,12.9182298436221
3.2,5.65,0,35.5,12.9014216221952
3.2,5.65,0,35.6,12.8845829663188
3.2,5.65,0,35.7,12.867713965493
3.2,5.65,0,35.8,12.8508147092603
3.2,5.65,0,35.9,12.8338852872048
3.2,5.65,0,36,12.8169257889517
3.2,5.65,0,36.1,12.7999363041658
3.2,5.65,0,36.2,12.7829169225507
3.2,5.65,0,36.3,12.7658677338483
3.2,5.65,0,36.4,12.7487888278377
3.2,5.65,0,36.5,12.7316802943341
3.2,5.65,0,36.6,12.7145422231882
3.2,5.65,0,36.7,12.6973747042854
3.2,5.65,0,36.8,12.6801778275445
3.2,5.65,0,36.9,12.6629516829173
3.2,5.65,0,37,12.6456963603877
3.2,5.65,0,37.1,12.6284119499704
3.2,5.65,0,37.2,12.6110985417107
3.2,5.65,0,37.3,12.5937562256833
3.2,5.65,0,37.4,12.5763850919914
3.2,5.65,0,37.5,12.5589852307661
3.2,5.65,0,37.6,12.5415567321657
3.2,5.65,0,37.7,12.5240996863743
3.2,5.65,0,37.8,12.5066141836018
3.2,5.65,0,37.9,12.4891003140824
3.2,5.65,0,38,12.4715581680742
3.2,5.65,0,38.1,12.4539878358584
3.2,5.65,0,38.2,12.4363894077384
3.2,5.65,0,38.3,12.4187629740392
3.2,5.65,0,38.4,12.4011086251062
3.2,5.65,0,38.5,12.3834264513052
3.2,5.65,0,38.6,12.3657165430209
3.2,5.65,0,38.7,12.3479789906567
3.2,5.65,0,38.8,12.3302138846335
3.2,5.65,0,38.9,12.3124213153894
3.2,5.65,0,39,12.2946013733788
3.2,5.65,0,39.1,12.2767541490715
3.2,5.65,0,39.2,12.2588797329525
3.2,5.65,0,39.3,12.2409782155207
3.2,5.65,0,39.4,12.2230496872885
3.2,5.65,0,39.5,12.2050942387812
3.2,5.65,0,39.6,12.1871119605362
3.2,5.65,0,39.7,12.1691029431024
3.2,5.65,0,39.8,12.1510672770394
3.2,5.65,0,39.9,12.1330050529169
3.2,5.65,0,40,12.1149163613142
3.2,5.65,0,40.1,12.0968012928194
3.2,5.65,0,40.2,12.0786599380289
3.2,5.65,0,40.3,12.0604923875466
3.2,5.65,0,40.4,12.0422987319833
3.2,5.65,0,40.5,12.0240790619564
3.2,5.65,0,40.6,12.0058334680889
3.2,5.65,0,40.7,11.9875620410089
3.2,5.65,0,40.8,11.9692648713495
3.2,5.65,0,40.9,11.9509420497473
3.2,5.65,0,41,11.9325936668427
3.2,5.65,0,41.1,11.914219813279
3.2,5.65,0,41.2,11.8958205797016
3.2,5.65,0,41.3,11.877396056758
3.2,5.65,0,41.4,11.8589463350968
3.2,5.65,0,41.5,11.8404715053674
3.2,5.65,0,41.6,11.8219716582195
3.2,5.65,0,41.7,11.8034468843025
3.2,5.65,0,41.8,11.784897274265
3.2,5.65,0,41.9,11.7663229187545
3.2,5.65,0,42,11.7477239084166
3.2,5.65,0,42.1,11.7291003338948
3.2,5.65,0,42.2,11.7104522858299
3.2,5.65,0,42.3,11.6917798548597
3.2,5.65,0,42.4,11.6730831316185
3.2,5.65,0,42.5,11.6543622067365
3.2,5.65,0,42.6,11.6356171708395
3.2,5.65,0,42.7,11.6168481145486
3.2,5.65,0,42.8,11.5980551284798
3.2,5.65,0,42.9,11.5792383032433
3.2,5.65,0,43,11.5603977294434
3.2,5.65,0,43.1,11.5415334976782
3.2,5.65,0,43.2,11.5226456985391
3.2,5.65,0,43.3,11.5037344226102
3.2,5.65,0,43.4,11.4847997604684
3.2,5.65,0,43.5,11.465841802683
3.2,5.65,0,43.6,11.4468606398151
3.2,5.65,0,43.7,11.4278563624176
3.2,5.65,0,43.8,11.4088290610347
3.2,5.65,0,43.9,11.3897788262016
3.2,5.65,0,44,11.3707057484445
3.2,5.65,0,44.1,11.3516099182801
3.2,5.65,0,44.2,11.3324914262153
3.2,5.65,0,44.3,11.3133503627472
3.2,5.65,0,44.4,11.2941868183627
3.2,5.65,0,44.5,11.2750008835382
3.2,5.65,0,44.6,11.2557926487396
3.2,5.65,0,44.7,11.2365622044221
3.2,5.65,0,44.8,11.2173096410299
3.2,5.65,0,44.9,11.1980350489959
3.2,5.65,0,45,11.178738518742
3.2,5.65,0,45.1,11.1594201406783
3.2,5.65,0,45.2,11.1400800052038
3.2,5.65,0,45.3,11.1207182027053
3.2,5.65,0,45.4,11.1013348235581
3.2,5.65,0,45.5,11.0819299581256
3.2,5.65,0,45.6,11.0625036967591
3.2,5.65,0,45.7,11.043056129798
3.2,5.65,0,45.8,11.0235873475694
3.2,5.65,0,45.9,11.0040974403884
3.2,5.65,0,46,10.9845864985578
3.2,5.65,0,46.1,10.9650546123681
3.2,5.65,0,46.2,10.945501872098
3.2,5.65,0,46.3,10.9259283680134
3.2,5.65,0,46.4,10.9063341903684
3.2,5.65,0,46.5,10.8867194294049
3.2,5.65,0,46.6,10.8670841753524
3.2,5.65,0,46.7,10.8474285184287
3.2,5.65,0,46.8,10.8277525488394
3.2,5.65,0,46.9,10.8080563567782
3.2,5.65,0,47,10.7883400324271
3.2,5.65,0,47.1,10.7686036659563
3.2,5.65,0,47.2,10.7488473475244
3.2,5.65,0,47.3,10.7290711672787
3.2,5.65,0,47.4,10.7092752153551
3.2,5.65,0,47.5,10.6894595818786
3.2,5.65,0,47.6,10.669624356963
3.2,5.65,0,47.7,10.6497696307115
3.2,5.65,0,47.8,10.6298954932169
3.2,5.65,0,47.9,10.6100020345615
3.2,5.65,0,48,10.5900893448176
3.2,5.65,0,48.1,10.5701575140479
3.2,5.65,0,48.2,10.5502066323053
3.2,5.65,0,48.3,10.5302367896336
3.2,5.65,0,48.4,10.5102480760675
3.2,5.65,0,48.5,10.4902405816333
3.2,5.65,0,48.6,10.4702143963488
3.2,5.65,0,48.7,10.4501696102237
3.2,5.65,0,48.8,10.4301063132605
3.2,5.65,0,48.9,10.410024595454
3.2,5.65,0,49,10.3899245467924
3.2,5.65,0,49.1,10.3698062572572
3.2,5.65,0,49.2,10.3496698168242
3.2,5.65,0,49.3,10.3295153154633
3.2,5.65,0,49.4,10.3093428431392
3.2,5.65,0,49.5,10.289152489812
3.2,5.65,0,49.6,10.2689443454375
3.2,5.65,0,49.7,10.2487184999677
3.2,5.65,0,49.8,10.2284750433514
3.2,5.65,0,49.9,10.2082140655348
3.2,5.65,0,50,10.1879356564615
3.2,5.65,0,50.1,10.1676399060738
3.2,5.65,0,50.2,10.1473269043127
3.2,5.65,0,50.3,10.1269967411189
3.2,5.65,0,50.4,10.1066495064329
3.2,5.65,0,50.5,10.0862852901961
3.2,5.65,0,50.6,10.0659041823511
3.2,5.65,0,50.7,10.0455062728426
3.2,5.65,0,50.8,10.0250916516177
3.2,5.65,0,50.9,10.0046604086268
3.2,5.65,0,51,9.98421263382448
3.2,5.65,0,51.1,9.96374841716969
3.2,5.65,0,51.2,9.94326784862692
3.2,5.65,0,51.3,9.92277101816669
3.2,5.65,0,51.4,9.9022580157664
3.2,5.65,0,51.5,9.88172893141101
3.2,5.65,0,51.6,9.86118385509387
3.2,5.65,0,51.7,9.84062287681751
3.2,5.65,0,51.8,9.82004608659439
3.2,5.65,0,51.9,9.79945357444777
3.2,5.65,0,52,9.77884543041252
3.2,5.65,0,52.1,9.75822174453595
3.2,5.65,0,52.2,9.73758260687873
3.2,5.65,0,52.3,9.71692810751569
3.2,5.65,0,52.4,9.69625833653677
3.2,5.65,0,52.5,9.67557338404789
3.2,5.65,0,52.6,9.65487334017186
3.2,5.65,0,52.7,9.63415829504939
3.2,5.65,0,52.8,9.61342833883992
3.2,5.65,0,52.9,9.59268356172268
3.2,5.65,0,53,9.57192405389759
3.2,5.65,0,53.1,9.55114990558631
3.2,5.65,0,53.2,9.53036120703323
3.2,5.65,0,53.3,9.50955804850643
3.2,5.65,0,53.4,9.48874052029878
3.2,5.65,0,53.5,9.46790871272896
3.2,5.65,0,53.6,9.44706271614248
3.2,5.65,0,53.7,9.42620262091283
3.2,5.65,0,53.8,9.40532851744247
3.2,5.65,0,53.9,9.384440496164
3.2,5.65,0,54,9.36353864754119
3.2,5.65,0,54.1,9.3426230620702
3.2,5.65,0,54.2,9.32169383028065
3.2,5.65,0,54.3,9.30075104273674
3.2,5.65,0,54.4,9.27979479003848
3.2,5.65,0,54.5,9.25882516282281
3.2,5.65,0,54.6,9.23784225176481
3.2,5.65,0,54.7,9.21684614757885
3.2,5.65,0,54.8,9.19583694101985
3.2,5.65,0,54.9,9.17481472288446
3.2,5.65,0,55,9.1537795840123
3.2,5.65,0,55.1,9.13273161528718
3.2,5.65,0,55.2,9.11167090763838
3.2,5.65,0,55.3,9.09059755204191
3.2,5.65,0,55.4,9.06951163952173
3.2,5.65,0,55.5,9.04841326115108
3.2,5.65,0,55.6,9.02730250805377
3.2,5.65,0,55.7,9.00617947140544
3.2,5.65,0,55.8,8.9850442424349
3.2,5.65,0,55.9,8.96389691242547
3.2,5.65,0,56,8.94273757271625
3.2,5.65,0,56.1,8.92156631470349
3.2,5.65,0,56.2,8.90038322984197
3.2,5.65,0,56.3,8.87918840964628
3.2,5.65,0,56.4,8.85798194569223
3.2,5.65,0,56.5,8.83676392961821
3.2,5.65,0,56.6,8.81553445312658
3.2,5.65,0,56.7,8.79429360798501
3.2,5.65,0,56.8,8.77304148602795
3.2,5.65,0,56.9,8.75177817915794
3.2,5.65,0,57,8.73050377934707
3.2,5.65,0,57.1,8.70921837863839
3.2,5.65,0,57.2,8.6879220691473
3.2,5.65,0,57.3,8.66661494306299
3.2,5.65,0,57.4,8.64529709264987
3.2,5.65,0,57.5,8.623968610249
3.2,5.65,0,57.6,8.60262958827952
3.2,5.65,0,57.7,8.5812801192401
3.2,5.65,0,57.8,8.5599202957104
3.2,5.65,0,57.9,8.53855021035247
3.2,5.65,0,58,8.51716995591227
3.2,5.65,0,58.1,8.49577962522108
3.2,5.65,0,58.2,8.47437931119697
3.2,5.65,0,58.3,8.45296910684627
3.2,5.65,0,58.4,8.43154910526502
3.2,5.65,0,58.5,8.41011939964045
3.2,5.65,0,58.6,8.38868008325244
3.2,5.65,0,58.7,8.36723124947496
3.2,5.65,0,58.8,8.3457729917776
3.2,5.65,0,58.9,8.32430540372696
3.2,5.65,0,59,8.30282857898819
3.2,5.65,0,59.1,8.2813426113264
3.2,5.65,0,59.2,8.25984759460817
3.2,5.65,0,59.3,8.23834362280299
3.2,5.65,0,59.4,8.2168307899847
3.2,5.65,0,59.5,8.19530919033301
3.2,5.65,0,59.6,8.17377891813488
3.2,5.65,0,59.7,8.15224006778608
3.2,5.65,0,59.8,8.13069273379252
3.2,5.65,0,59.9,8.10913701077179
3.2,5.65,0,60,8.08757299345454
3.2,5.65,0,60.1,8.06600077668596
3.2,5.65,0,60.2,8.0444204554272
3.2,5.65,0,60.3,8.02283212475679
3.2,5.65,0,60.4,8.00123587987206
3.2,5.65,0,60.5,7.97963181609055
3.2,5.65,0,60.6,7.95802002885142
3.2,5.65,0,60.7,7.93640061371687
3.2,5.65,0,60.8,7.9147736663735
